Date,Close,High,Low,Open,Volume,Daily_Return,Rolling_Mean,Rolling_Std
,SPY,SPY,SPY,SPY,SPY,,,
2015-07-01,174.91709899902344,175.3638741746747,174.12470140816666,175.1109794107984,135979900,,,
2015-07-02,174.75692749023438,175.56618814172808,174.33544051529762,175.3975959243057,104373700,-0.0009156995497047182,,
2015-07-06,174.25961303710938,175.04357280322782,173.2564717652047,173.45879018683098,117975400,-0.0028457495806727406,,
2015-07-07,175.35543823242188,175.4818791751677,172.05940712206035,174.46188793632126,173820200,0.006288463380663689,,
2015-07-08,172.4134979248047,174.29332663471078,172.17746619722743,174.00671851733333,164020100,-0.016777012091965138,,
2015-07-09,172.72537231445312,174.79066896276936,172.61579443804868,174.5293362106964,144113100,0.0018088745568194398,,
2015-07-10,174.9002685546875,175.32175561887746,172.7675450389075,174.740101412253,129456900,0.012591643086893312,,
2015-07-13,176.83067321777344,176.940251099545,176.13100320028727,176.17315447609025,106069400,0.011037173807896927,,
2015-07-14,177.5977783203125,177.9096874859352,176.7295160209243,176.78853038241868,81709600,0.004338077147929775,,
2015-07-15,177.53875732421875,178.1035483691802,177.05825596286732,177.63991008965584,97914100,-0.00033232958571871585,,
2015-07-16,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,106683300,0.008024456862721463,,
2015-07-17,179.11508178710938,179.17409613130778,178.5418657376636,178.9549146960112,89030000,0.0008475048825318243,,
2015-07-20,179.20785522460938,179.70520684098412,178.88753382331157,179.34273416345243,70446800,0.0005179543597020331,,
2015-07-21,178.49972534179688,179.33427414282002,178.19625421985762,179.07294142614816,77965000,-0.003951444438219376,,
2015-07-22,178.1793975830078,178.51659487666717,177.7747736933781,177.80848699136328,88667900,-0.0017945560318128884,,
2015-07-23,177.17630004882812,178.4154730739847,176.8138273397319,178.31432029242572,90509100,-0.00562970549786701,,
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000,-0.010372283300948526,,
2015-07-27,174.318603515625,174.9592720455508,173.87182828436815,174.4450573446826,132361100,-0.00581716682524025,,
2015-07-28,176.45977783203125,176.60308189194404,174.32705429214255,175.16159045650318,123544800,0.012283108476223603,,
2015-07-29,177.67364501953125,177.9012387529939,176.44289724068489,176.58620128637875,105791300,0.006879002129626777,176.3113899230957,2.0782624614718075
2015-07-30,177.7158203125,177.88441257358554,176.5356487593713,177.15945427442927,91304400,0.00023737506462540026,176.45132598876953,2.0736575594662705
2015-07-31,177.44601440429688,178.24683707489933,177.15940635170423,178.22154888571538,103266900,-0.001518187338238608,176.58578033447264,2.04499282144252
2015-08-03,176.8474578857422,177.47126309321487,175.886468322357,177.4122616191716,113965700,-0.003373175332024747,176.7151725769043,1.9705795427629818
2015-08-04,176.5019073486328,177.2352906421022,176.0129808653989,176.77165235086633,81820800,-0.001953946871730672,176.77249603271486,1.9454586247418493
2015-08-05,177.08358764648438,178.12886737083278,176.79696665689912,177.4039090800275,85786800,0.0032956034673472523,177.00600051879883,1.6530164220222943
2015-08-06,175.63363647460938,177.37858595036977,175.04354438967596,177.26899521526573,116030800,-0.008187947799937145,177.15141372680665,1.3582788598794646
2015-08-07,175.2964630126953,175.62522239997963,174.38604943342392,175.47349323481643,117858000,-0.0019197544882743056,177.17122344970704,1.3262302496393907
2015-08-10,177.5050506591797,177.5893403459408,176.41760693902745,176.41760693902745,80270700,0.01259915692836544,177.20494232177734,1.3256889713168802
2015-08-11,175.90333557128906,176.57771716186863,175.13622635122033,176.15623027560127,126081400,-0.009023490215870011,177.12022018432617,1.353122644389614
2015-08-12,176.11415100097656,176.29960633575968,173.11316520214325,174.58836990706806,172123700,0.0011984731784808744,177.04898986816406,1.3673524866044553
2015-08-13,175.89495849609375,176.64520484401035,175.34701767666365,175.95395998764815,89383300,-0.00124460472731458,176.89556732177735,1.3122784574460493
2015-08-14,176.53555297851562,176.6114175254284,175.55770038689073,175.7010043742009,72786500,0.003641914969587434,176.76659088134767,1.2050352182990764
2015-08-17,177.5219268798828,177.5219268798828,175.47350582660283,175.93714419136734,79072600,0.005587395200145506,176.68229446411132,1.0774905257198732
2015-08-18,177.00762939453125,177.59770846355136,176.7715977669232,177.2436610221393,71692700,-0.0028970927388567436,176.60768966674806,0.9934045959357771
2015-08-19,175.6083221435547,177.0329371740334,174.79063646356252,176.25740275994235,172946000,-0.007905349931881522,176.4791358947754,0.9444616779139555
2015-08-20,171.9413604736328,175.5830004624543,171.88234613575347,174.08250818456023,194327900,-0.02088148001849388,176.21738891601564,1.3704261276802785
2015-08-21,166.7655029296875,171.91607319332294,166.50418311829705,170.05309549679143,346588500,-0.030102457777976155,175.78873519897462,2.519129405430134
2015-08-24,159.74359130859375,166.4705209980097,153.75847007751975,158.04921800499207,507244300,-0.04210649983200876,175.05998458862305,4.3844104958101795
2015-08-25,157.86375427246094,164.75927584163495,157.56870820924377,164.74241275902628,369833100,-0.011767840078800607,174.13018341064452,5.811505665354223
2015-08-26,163.92474365234375,164.2029137767897,158.79102177967897,161.9184612454917,339257000,0.03839379981691038,173.44273834228517,6.17227088601604
2015-08-27,167.9794158935547,168.10585683588835,164.55694385160427,166.08272458198266,274143900,0.024734961610250794,172.9559181213379,6.2014022778427424
2015-08-28,167.9878692626953,168.45993267717105,166.84142402921282,167.33035052642364,160414400,5.0323839356547495e-05,172.4830108642578,6.201604772691247
2015-08-31,166.6306610107422,167.86140865107902,166.07429511047644,167.00157161091937,163298800,-0.00807920392055661,171.9721710205078,6.24382047122982
2015-09-01,161.65713500976562,164.18605712597034,160.78043480633403,162.79514224439993,256000400,-0.02984760410123999,171.22993240356445,6.551752199835592
