Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2015-07-01,174.91709899902344,175.3638741746747,174.12470140816666,175.1109794107984,135979900
2015-07-02,174.75692749023438,175.56618814172808,174.33544051529762,175.3975959243057,104373700
2015-07-06,174.25961303710938,175.04357280322782,173.2564717652047,173.45879018683098,117975400
2015-07-07,175.35543823242188,175.4818791751677,172.05940712206035,174.46188793632126,173820200
2015-07-08,172.4134979248047,174.29332663471078,172.17746619722743,174.00671851733333,164020100
2015-07-09,172.72537231445312,174.79066896276936,172.61579443804868,174.5293362106964,144113100
2015-07-10,174.9002685546875,175.32175561887746,172.7675450389075,174.740101412253,129456900
2015-07-13,176.83067321777344,176.940251099545,176.13100320028727,176.17315447609025,106069400
2015-07-14,177.5977783203125,177.9096874859352,176.7295160209243,176.78853038241868,81709600
2015-07-15,177.53875732421875,178.1035483691802,177.05825596286732,177.63991008965584,97914100
2015-07-16,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,106683300
2015-07-17,179.11508178710938,179.17409613130778,178.5418657376636,178.9549146960112,89030000
2015-07-20,179.20785522460938,179.70520684098412,178.88753382331157,179.34273416345243,70446800
2015-07-21,178.49972534179688,179.33427414282002,178.19625421985762,179.07294142614816,77965000
2015-07-22,178.1793975830078,178.51659487666717,177.7747736933781,177.80848699136328,88667900
2015-07-23,177.17630004882812,178.4154730739847,176.8138273397319,178.31432029242572,90509100
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000
2015-07-27,174.318603515625,174.9592720455508,173.87182828436815,174.4450573446826,132361100
2015-07-28,176.45977783203125,176.60308189194404,174.32705429214255,175.16159045650318,123544800
2015-07-29,177.67364501953125,177.9012387529939,176.44289724068489,176.58620128637875,105791300
2015-07-30,177.7158203125,177.88441257358554,176.5356487593713,177.15945427442927,91304400
2015-07-31,177.44601440429688,178.24683707489933,177.15940635170423,178.22154888571538,103266900
2015-08-03,176.8474578857422,177.47126309321487,175.886468322357,177.4122616191716,113965700
2015-08-04,176.5019073486328,177.2352906421022,176.0129808653989,176.77165235086633,81820800
2015-08-05,177.08358764648438,178.12886737083278,176.79696665689912,177.4039090800275,85786800
2015-08-06,175.63363647460938,177.37858595036977,175.04354438967596,177.26899521526573,116030800
2015-08-07,175.2964630126953,175.62522239997963,174.38604943342392,175.47349323481643,117858000
2015-08-10,177.5050506591797,177.5893403459408,176.41760693902745,176.41760693902745,80270700
2015-08-11,175.90333557128906,176.57771716186863,175.13622635122033,176.15623027560127,126081400
2015-08-12,176.11415100097656,176.29960633575968,173.11316520214325,174.58836990706806,172123700
2015-08-13,175.89495849609375,176.64520484401035,175.34701767666365,175.95395998764815,89383300
2015-08-14,176.53555297851562,176.6114175254284,175.55770038689073,175.7010043742009,72786500
2015-08-17,177.5219268798828,177.5219268798828,175.47350582660283,175.93714419136734,79072600
2015-08-18,177.00762939453125,177.59770846355136,176.7715977669232,177.2436610221393,71692700
2015-08-19,175.6083221435547,177.0329371740334,174.79063646356252,176.25740275994235,172946000
2015-08-20,171.9413604736328,175.5830004624543,171.88234613575347,174.08250818456023,194327900
2015-08-21,166.7655029296875,171.91607319332294,166.50418311829705,170.05309549679143,346588500
2015-08-24,159.74359130859375,166.4705209980097,153.75847007751975,158.04921800499207,507244300
2015-08-25,157.86375427246094,164.75927584163495,157.56870820924377,164.74241275902628,369833100
2015-08-26,163.92474365234375,164.2029137767897,158.79102177967897,161.9184612454917,339257000
2015-08-27,167.9794158935547,168.10585683588835,164.55694385160427,166.08272458198266,274143900
2015-08-28,167.9878692626953,168.45993267717105,166.84142402921282,167.33035052642364,160414400
2015-08-31,166.6306610107422,167.86140865107902,166.07429511047644,167.00157161091937,163298800
2015-09-01,161.65713500976562,164.18605712597034,160.78043480633403,162.79514224439993,256000400
2015-09-02,164.72552490234375,164.76767616785298,162.2050284329102,164.05956835047442,160269300
2015-09-03,164.84356689453125,166.951001876914,164.34621532575187,165.44207122638105,152087800
2015-09-04,162.34840393066406,163.41898480474757,161.52229278652288,162.567585462718,207081000
2015-09-08,166.4283447265625,166.58008672980202,164.52322818491575,165.1723217434031,116025700
2015-09-09,164.20289611816406,168.14802103833182,163.83199837120182,168.02158008627222,149347700
2015-09-10,165.09642028808594,166.2512902529113,163.7476570922865,164.00897690656734,158611100
2015-09-11,165.84674072265625,165.91418019892853,163.98376217108355,164.70029535155726,119691200
2015-09-14,165.23130798339844,166.0742818756182,164.7423815823797,166.02370550012674,79452000
2015-09-15,167.29661560058594,167.7433907645949,165.18918072780338,165.73710864962217,113806200
2015-09-16,168.7465362548828,168.94042954424017,167.254481473214,167.6001039148375,99581600
2015-09-17,168.36720275878906,171.03100383362946,167.9878670102975,168.6116724354983,276046600
2015-09-18,165.61582946777344,168.35278741070658,165.20063304738866,165.83615043823173,223657500
2015-09-21,166.47169494628906,167.50545817519043,165.4124991223475,166.45474419280777,105726200
2015-09-22,164.3109130859375,164.77696177825692,163.1669765620294,164.285493423596,153890900
2015-09-23,164.04820251464844,164.95486712985937,163.46352453595617,164.4803496195098,92790600
2015-09-24,163.45504760742188,163.9210962225273,161.47223669548188,162.81953029490526,159378800
2015-09-25,163.41268920898438,165.23450032274098,162.53143130000208,164.92945149726754,155054800
2015-09-28,159.31146240234375,162.61615991876513,158.99794469092907,162.5059994559949,178515900
2015-09-29,159.40469360351562,160.7774198650499,158.39633734430123,159.53180483068311,159045600
2015-09-30,162.37893676757812,162.54840548847173,160.52322388915175,161.3112592596426,163452000
2015-10-01,162.8025665283203,163.10761530689473,160.8451755864807,162.76019612831234,131079000
2015-10-02,165.23451232910156,165.25993198893536,160.25205212754128,160.80284159308516,211003300
